title,score,genres,episodes,synopsis,popularity,members,studios,year
Kaleido Star,7.9,"['Comedy', 'Drama', 'Supernatural', 'Performing Arts', 'Showbiz']",51.0,"The Kaleido Stage is known throughout the world for captivating audiences with its amazing acrobatics, innovative routines, and extravagant costumes and sets. It is a place for guests to believe in magic, and Sora Naegino wants nothing more than to be a part of that magic—by becoming an acrobat for the famed circus herself.

To realize her dream, she travels from Japan to California to audition for a place in the group. However, Sora learns that she needs much more than her natural talent to bring joy to the faces in the crowd. She quickly discovers just how difficult it is to be a professional performer where the stakes—and the stunts—are higher and mistakes spell danger! To put on performances worthy of the Kaleido Stage, she will need to endure rigorous training, unconventional assignments, fierce competition, and the antics of a mischievous spirit named Fool.

Can Sora reach new heights, make new friends, conquer her fears, and surpass her limits to become a Kaleido Star?",2455,91437,['Gonzo'],2003
One Piece Film: Strong World Episode 0,7.92,"['Adventure', 'Fantasy', 'Shounen']",1.0,"Set over 20 years prior to the main One Piece story, this limited release OVA chronicles the confrontation between Gold Lion Shiki and Gold Roger as well as other events around the world around the time of th",2456,91340,['Toei Animation'],
Fluffy Paradise,6.78,"['Adventure', 'Fantasy', 'Isekai', 'Reincarnation']",12.0,"Twenty-seven-year-old salarywoman Midori Akitsu suddenly dies in her apartment due to overwork. As her spirit leaves her body, God appears before her, offering Midori a second chance at life in another world called Asdyllon. There, she must observe how badly humans persecute other species and judge if they should continue existing.

To help her get started, God grants Midori a special ability: to be liked by all kinds of non-humans—whether it be animals or holy beasts—enabling her to embrace and cuddle them as much as she wants. Now reborn as Nefertima Osfe, a duke's daughter, she enjoys her new life to the fullest alongside her adorable companions. However, it will not be long before she discovers what her task truly entails and that her time in this world will not always be fluffy.",2457,91231,['EMT Squared'],2024
Kageki Shojo!!,7.71,"['Drama', 'Performing Arts', 'School', 'Shoujo']",13.0,"After being forced to graduate from JPX48 following a controversial incident with a male fan, Ai Narata swears to never interact with another man ever again. Using her talents and strong desire to get away from men, Ai auditions for the exclusive all-female Kouka School of Musical and Theatrical Arts. The school is renowned for producing the best actresses that go on to perform in the famous all-female Kouka Theatre Troupe. Coming from the idol industry, Ai is the perfect candidate for the school's hundredth generation class, but her aloof demeanor alienates her from her classmates.

The eccentric Sarasa Watanabe is the only person who wishes to become Ai's friend. She enters Kouka with the goal of becoming a top ""otokoyaku"" performer—an actress that plays traditionally male roles. After seeing a Kouka performance of The Rose of Versailles when she was younger, Sarasa dreams of performing as Lady Oscar one day. Unfortunately, Sarasa's inability to read a room causes friction between her and her classmates, including Ai, who reluctantly becomes her roommate and partner in many of their classes. 

Succeeding at Kouka will involve more than just raw talent for these young girls as jealousy, deceit, and the harsh realities of show business put their mental fortitude to the test. Will Sarasa and Ai be able to rise to the top and stand on the silver bridge?",2458,91279,['PINE JAM'],2021
Revenger,6.67,"['Action', 'Drama', 'Mystery', 'Adult Cast', 'Historical', 'Organized Crime', 'Samurai']",12.0,"Tricked into assassinating his own prospective father-in-law, righteous samurai Raizou Kurima is overwhelmed with guilt. In order to reclaim his honor, Raizou swears vengeance on the lord who gave him those misleading orders. In his pursuit, he is aided by self-proclaimed merchant-of-all-trades Yuuen Usui, who is actually one of the Revengers—assassins who seek justice for the wronged and dispense bloody revenge on their behalf.

Tragedy seems destined to follow Raizou as he becomes increasingly intertwined with members of the Revengers. As he begins working as a vigilante alongside them, the complicated web between the corrupt Japanese political elite, the unscrupulous Europeans, and the Revengers gradually reveals itself. The more entangled he becomes in these affairs, the more Raizou realizes that justice is as deceptive as the honor that he sought to redeem.",2459,91224,['Ajia-do'],2023
Encouragement of Climb,6.84,"['Adventure', 'Slice of Life', 'CGDCT', 'Iyashikei']",12.0,"As a child, Aoi Yukimura adored mountains and was passionate about climbing. However, a playground accident has since left her afraid of heights, turning her toward indoor hobbies. Unfortunately, now a shy and timid first-year high school student, Aoi has become so absorbed in these pastimes that she can barely socialize with others, leaving her practically friendless. It is only when she runs into the lively Hinata Kuraue, an old friend from her climbing days, that things start to change. 

Impulsive and high-spirited, Hinata insists on having Aoi join her in all sorts of climbing activities. Though reluctant at first, Aoi quickly finds that her time with Hinata brings back fond memories of their childhood and soon decides to start climbing again. As the return to her past hobby starts to bring her out of her shell, Aoi finds herself gaining close friends, taking on new challenges, and continuing to find her own encouragement to climb.",2460,91159,['8bit'],2013
Naruto: Find the Crimson Four-leaf Clover!,6.57,"['Adventure', 'Comedy', 'Shounen']",1.0,"When Konohamaru Sarutobi asks Naruto Uzumaki for help, the latter readily accepts to join his young friend on a special mission—the retrieval of the legendary crimson four-leaf clover, rumored to have the ability to grant any wish. The miraculous plant is seemingly Konohamaru's only hope to prevent the departure of his sweetheart Kaede Yoshino, who must leave Konohagakure on account of her father's job. Despite the unique clover being located in a forbidden area, there is nothing stopping the two from bravely embarking on a perilous adventure to achieve their goal.",2461,91103,['Studio Pierrot'],
"Love, Chunibyo & Other Delusions! Depth of Field: Love and Hate Theater",6.76,['Mecha'],7.0,Specials bundled with the first season's BD/DVD volumes that displays a mech fight between Rikka Ta,2462,91053,['Kyoto Animation'],
"Wave, Listen to Me!",7.34,"['Comedy', 'Drama', 'Adult Cast', 'Showbiz', 'Seinen']",12.0,"Restaurant worker Minare Koda has recently been through a bad breakup. Heartbroken and drunk after a night out, she rants about her misery to a complete stranger—Kanetsugu Matou, a radio station director local to Sapporo, Hokkaido.

The next day at work, Minare is shocked to hear a recording of herself from the previous night playing over the radio. Flustered, she rushes to the radio station in a frenzy to stop the broadcast. As she confronts Matou, a chain of events leads to her giving an impromptu talk live on air, explaining her savage drunken speech. With her energetic voice, she delivers a smooth dialogue with no hesitation, which Matou recognizes as raw talent.

Minare soon becomes a late-night talk show host under Matou's direction, covering amusing narratives set in Sapporo, all while balancing her day job and personal life to make ends meet.",2463,90879,['Sunrise'],2020
Toilet-Bound Hanako-kun Season 2,7.93,"['Supernatural', 'School', 'Shounen']",12.0,"There is a rumor in Kamome Academy that somewhere within the school premises lies a clock that governs the passage of time in the academy. That clock is overseen by three clock keepers—each representing the past, present, and future. Despite this, an unforeseen event causes mayhem, with students rapidly aging and the academy's infrastructure falling apart.

Nene Yashiro and Kou Minamoto seek help from Hanako-kun, embarking on a new adventure to find those responsible for this mess. However, what they uncover is more than just the culprits' identity. As hidden truths are revealed and new vows are established, the academy students and its apparitions find themselves in a game of fate, where the living fight to free themselves from its grasp.",2464,90873,['Lerche'],2025
Teasing Master Takagi-san: The Movie,8.41,"['Romance', 'Love Status Quo', 'School', 'Shounen']",1.0,"Takagi and Nishikata's final summer in junior high is about to begin, and it's already off to a heartwarming start! When the pair find an abandoned kitten, they decide to work together and take care of their adorable new companion until they can locate its missing mother.
",2465,90796,['Shin-Ei Animation'],
